image,n_existing_labels,n_candidates_added
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset3868_png.rf.fdc85ae34c2503105ecbfe85ec95ec45.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset3880_png.rf.3444d86342ca8de991f1760ccc452595.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset41_png.rf.10eca4dbcc8f8e1039bcca623cf17a81.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4425_png.rf.c92277c5f0d141ca3b0f54109c3d5959.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4435_png.rf.e1fe16b0183b95a7180253a092de6d07.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4437_png.rf.813e45496316349425693557fec5dca1.jpg,6,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4442_png.rf.e2d0b2c9d6386c96db70aadc2df50b65.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4445_png.rf.9ce876da319f9663afa7c75b617b1c3e.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4448_png.rf.c49be75da41a55d1a93593a07986c4dc.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4451_png.rf.e7cb9ff1edb05391c74795bb385ef41e.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4452_png.rf.b04e09d18c7074d55ead02cca820d8c2.jpg,4,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4460_png.rf.dcd3b8dd1fc3bb90e46a98b7c3538c25.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4462_png.rf.de9cd1f2ea5423b5aaf3492eecf5dd68.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4464_png.rf.ec10cb19cf1c24ec4d65b2dde6d45207.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4476_png.rf.ec624710dc83f9d3b28f1bb9dd8fc619.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4484_png.rf.e1067c070ac91860c828e49ec8e92640.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4486_png.rf.e8507119d56ad1b5ac830cc9536836ff.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4491_png.rf.3c77176763d8e2672ffa0cf44c4de23f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4498_png.rf.d15d5bab6615e14e6da80e2dd440cd0c.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4506_png.rf.fe25ec60efa497fc4d18d3c9f67e9a6b.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4853_png.rf.806beb3642875547b89db7acf7c605a5.jpg,7,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4854_png.rf.3403e8295baecb608c390f550a2351cb.jpg,8,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4855_png.rf.b84a9ea4bf4186356003a0fdf34b1f43.jpg,7,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4889_png.rf.e450c66b6849bb5e7d43f0b296b99bf6.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4890_png.rf.474f0be665462cc5726e0ed22c249303.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4891_png.rf.aeabcb145501d77280d8d3231edda253.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4892_png.rf.8e79d6dfbfd020e08ccbb55347a0e81a.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4893_png.rf.897a0b38a81c091ae20b5ddbfab4281f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4978_png.rf.11c1705f21e5c0c01692ecd8a78f386b.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset4980_png.rf.433ddffa57b46dc32848bd0d6d15feb4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5036_png.rf.de6e67edebd082b9dfef6d136d3a82f1.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5038_jpg.rf.7187cdff27f99ace4de1ac1e9043930c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5148_png.rf.ec5cad61e2ff420d63c86b0f8d4f4af2.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5161_png.rf.a9b05ee1ea55e7d438e8b5e3e5c7d0a9.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5172_png.rf.a0ac61239f872f46aed5b1d6fd13df32.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5486_png.rf.f188a836795db57f7294922c3a88dbc2.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5557_png.rf.85e8c6e64fb11ff3de1787c8285cee47.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5671_png.rf.b97debb17ffd3c3503d8a0e6e3f59b52.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5811_png.rf.0865ec8d7eec494f4a6cb92cd82c9a1b.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5871_png.rf.bcea2cf8ce0a2b65e7c5416882cd402e.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset5872_png.rf.c9036ac02bca10a4fb85189a51ac685b.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset698_png.rf.ef59fd79b62c45ffe38bf60b4bdd59f2.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1013_png.rf.75658565dfece8a01df51265517a10c2.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1054_png.rf.7c935e886d88aee02ea3f0321df340c2.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1066_png.rf.60d1292b384a80a0fe970b2d8a2f22b3.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1082_png.rf.7ccff96971adf2f17217cd8aba0a69a9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1135_png.rf.3aa61708807e01ac55d1104c382830ba.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1187_png.rf.49a2411d4bd64bce29cf6ad8b027802e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1190_png.rf.02cf8a96923c62db4b48141be7cae773.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1225_png.rf.0f49bf85ea641e79311fd9c98d317c46.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1284_png.rf.a6fa8816610988f048db77710125b922.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1285_png.rf.a062c2621fa6fac53900b8e02d5bbe0a.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1286_png.rf.bad13d53dc0058674aa86170a9b2d96e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1333_png.rf.47beee95f20a8ea918947e2e7b6d7b5e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1390_png.rf.53bb867faa320d3aa955f55d046bf08d.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1391_png.rf.af3c33161cbbfefe071fdf36ea4ab971.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1392_png.rf.95b877dca93c370ddde472993e7e1c0a.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1404_png.rf.4b5ea335db54d3769c7c901fcf8f799d.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1405_png.rf.66e324f356f6f571ff6cc59cd72453a4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1410_png.rf.2915c20fe9c0a75f3ea19a3422ebf83f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1483_png.rf.2b53d4696585439086483db32d22142d.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1484_png.rf.de48acdb881a32919f38e918d1381da1.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1490_png.rf.71820fead63870f4b36edd4bede5e5e9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1494_png.rf.170abab64288d54e3761f9217fa4957c.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1497_png.rf.b8947a7032829329419afe8a26055131.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1498_png.rf.8b1745ffe5185baf0167c4b2eb07e19d.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1668_png.rf.d5eca7da4bd74bb70a6490a44511aa57.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1778_png.rf.cdf08a8e4ef1f7f26cba8aeff30bd77e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset1877_png.rf.b1f383394390af37abf8648a2b10b701.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset189_png.rf.19c5355158aa76dc1b4bb2fcd212e623.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset210_png.rf.91635ab56bb95acd9f95e131ea1bae09.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset214_png.rf.f70bc7048f262f08f6e7acab7b8469c9.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset464_png.rf.ae85a843ff2e63cf027f2a2322b54998.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset472_png.rf.804ee2b32dece9694867694e00b233e7.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset519_png.rf.24d9e9a18fc04db9251e44df185bd05e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset522_png.rf.b868d2e3811c6b60b830b3222438d45f.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset523_png.rf.7edbb050521f870c0eda52fcd64a63c5.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset524_png.rf.d5c8c82b2f5d36feed4e3af905eb62cb.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset528_png.rf.a0f64b89505922eeceb442d6e08cf5ff.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset541_png.rf.be3644db8f6e1d53981a2d17f999a8e9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset718_png.rf.a1a5fe8fac0b4d4ec0a65d01c62b61a6.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset720_png.rf.9896c7754627117a0a0613e2d8274e01.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset724_png.rf.5a32fe5ca13ca003f178adebf2626ddc.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset725_png.rf.98961f529dfddd19748d3100580f4805.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset784_png.rf.113cb65f80a550f65dc1c4f8ab9407f3.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset788_png.rf.43950ab214896a365e06d7999253fa8a.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset803_png.rf.6ece42eddb3b36da245681de881341c4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset804_png.rf.7ed7958b733d40467b512839d03a2c5e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset838_png.rf.0faabb16518373cb8a221c74fb944dfa.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset853_png.rf.d8f7d77a276e832e557e42eaa87c8dc1.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset864_png.rf.b8f0c54bb026e351c852e1e76f0b6d94.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset865_png.rf.48140bd1377d6e59c5c803a40ac61510.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset866_png.rf.f9cef6a79f4cc32aa21ec67d8b0aee5d.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset868_png.rf.02dd9098cdae324f956900308c2b47f0.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewWeaponDataset869_png.rf.631621b9dbe07a1b0fcc850260b273f1.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/PUBGGunsInRealLife-09711_jpg.rf.075b9dd5c33f651a991e8eba8674a8d1.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/PUBGGunsInRealLife-10841_jpg.rf.475b504daeb97d9cf96dcc47ce9cc483.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/PUBGGunsInRealLife-10861_jpg.rf.58e3012350538bfc50f020df6146eb8e.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/Screenshot-from-2022-07-26-18-13-24_png_jpg.rf.1d60e25a8c27bbf448ffc90c7ce0d0e5.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/TheGuest-HouseShootoutScene-1080p-00901_jpg.rf.3ef0947a8d5587951b784adb285c56bf.jpg,5,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/V8-frame-474_jpg.rf.331e953ac3ad7d8c0781f41566598b92.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/V8-frame-528_jpg.rf.a1f3748e8a674facb4b9b9f066fa4231.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/V8-frame-535_jpg.rf.8724cca0c6ef9e4a04ccbfc7b4a6a982.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/Y2Mate-is-This-10-year-old-knows-how-to-use-a-gun-ixJ2rtOpJc4-720p-1654892279514_000014_jpg.rf.f7a21e1c9ff7629c7e4dc57ad4ebdebd.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/Y2Mate-is-This-10-year-old-knows-how-to-use-a-gun-ixJ2rtOpJc4-720p-1654892279514_000015_jpg.rf.823fc63ef9e9a4f47c6af22ffb140c54.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/Y2Mate-is-This-10-year-old-knows-how-to-use-a-gun-ixJ2rtOpJc4-720p-1654892279514_000018_jpg.rf.65b7bda4e9de495f97b90e43b9f55328.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/Y2Mate-is-This-10-year-old-knows-how-to-use-a-gun-ixJ2rtOpJc4-720p-1654892279514_000022_jpg.rf.568609f37badb0275a3d73444ad1b727.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/a453c5068e49403950c6b7050b1dcf86_jpg.rf.00fd8b2ebe363415432596f52fa7a830.jpg,4,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/a7d27ec162d1757e_jpg.rf.f36d4dbb697cb6fd06a02a7728a6a22b.jpg,4,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ac9c2424899ac1683087e238faa253a3_tn_jpg.rf.461d48d5f1340515a50b4f8e49cf9230.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ad1c65b6a2ca7c651d12cb053de745b3_jpg.rf.00e2329ae5120d534c18145b01bfd4fb.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/american-fragmentation-grenade-and-rifle-ammunition-clip-2GJNTG5_jpg.rf.36f07bc9dbd8f54af6f80b18bcee5528.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-126-_jpg.rf.39272af187b61a94ba6dd0c47f8a8946.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1481-_jpg.rf.6ad0dead67439cdbf4384d6488d4d6dd.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-150-_jpg.rf.36170688f0910ed9e3f2710d586e10e4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-150-_jpg.rf.66a0f465fdacf3033891df11b165a3a9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-158-_jpg.rf.e356979c5004a26779e8ed4bc35ed812.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-160-_jpg.rf.06190a0a615100d7905ed4aa388dbd50.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-160-_jpg.rf.70711d0fac502251b45febb1d2cd3ab0.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1802-_jpg.rf.f8debde931914ec5a7c49271ae9e4a00.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1803-_jpg.rf.bef7d494892e6167519a58fed11eff32.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1804-_jpg.rf.97d95f0048f14ed5b8dc8f348fed941d.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1949-_jpg.rf.731eee91e24092754ca2f21585fa00f9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1950-_jpg.rf.52f063ca8f7133ad8eee2e50cffaec9c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1950-_jpg.rf.a39b10be30337d071dc2a6c3cb7de573.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-1952-_jpg.rf.e9c36f5eae0b4a205eb2473f12cb8da9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-276-_jpg.rf.10f9c3bb92679cb71f6c7627c6b22d9c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-276-_jpg.rf.bb11b6990417ba828acd203dc701ee6f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-30-_jpg.rf.1ca34b7b95ef47b7dab4444b27844610.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-437-_jpg.rf.3daca59c2a86686c78774979085d4d5d.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-513-_jpg.rf.930bf08b49ce22655dde45b7e0d7be42.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-900-_jpg.rf.9efe5df3e7a8e7b89b6f2ebb9e887617.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-920-_jpg.rf.dbfa33cd9b7a9f9072f835044d5e55a5.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/armas-939-_jpg.rf.3f9628137ab60323d6afee9b4903ad3a.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/b0a86ea88c360b44_jpg.rf.bb0d9427a027cc5626a13326cd535ee1.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/b1c979c6fb3db690aad1ccbf106adb3d_jpg.rf.e0ee2b2c87810aab34e50c6e35ef33a5.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/b24b7fd40d0011d4_jpg.rf.01a9e2eb80ef4b6ade95390168ac131f.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/block-302-_jpg.rf.02dc3d1545b01375da81133f20fd1121.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/block-492-_jpg.rf.3096a5aa967f7f2906da32fe7c7065f1.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/c726d838906b361d_jpg.rf.f2726b2a9a0c507ab4795a8cfaaa875b.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/c7c260b9-main-qimg-c860603384e7187d3a02235b97713e29-lq_jpeg_jpg.rf.e23f50c1d52e6defee9400748fc7f67d.jpg,4,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ca83f213-kriss-super-v-gun-weapon_jpg.rf.1ca0817c1c8a992c816e42c1f4dd7355.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000039_jpg.rf.46b9f890fbc5b99514fdf975be72c9a6.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000083_jpg.rf.298fa7c338c431c28d61aad4d222397f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000088_jpg.rf.76d8b2d779b43b86cce38142bf542b45.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000147_jpg.rf.058e99b668ccbc4dea23c56f8cea2c4b.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000163_jpg.rf.e0ec94d3d702b760c9f01d9ef884ddff.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000178_jpg.rf.123fe1d5870efb2598458fa28e3cccd3.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000180_jpg.rf.9c5c31e797ed2e68cae168c4ee427c4c.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000227_jpg.rf.5adf2e0aa264d3031fb698d77edb6df2.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000242_jpg.rf.7671c0871de8c178cf8e53a88db15462.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000244_jpg.rf.edc743033b4e1185b2b92db7e4faa98f.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000250_jpg.rf.4d308865edbb735f1f81ae9792700d7c.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000251_jpg.rf.1f88e3a7e84f5fc47feaead4220bb308.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000262_jpg.rf.c7464366c002c72adbdae64d605a7466.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000283_jpg.rf.6f560e2b7e8887f0a647e7e5439cf2f9.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000289_jpg.rf.d4fe86c1963f827f402248b359c40c2f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000313_jpg.rf.e2d755fa2357a70d883ecb2e25200b51.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000322_jpg.rf.788f9af7b58abc95fd310c3ee3a837d5.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000349_jpg.rf.e00dbf080c69457af3be69c19ab121f6.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000421_jpg.rf.4c2e5a699b1e2b59f950e7615d096103.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000502_jpg.rf.88fbc7125412c69e69d2176a8ca4f421.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000512_jpg.rf.d4233ee426d59cd58e2bc3dacedac135.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000538_jpg.rf.6e6540ea2f3357bdc63d9843631c7780.jpg,1,3
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000559_jpg.rf.697993f601a06a37f2ae313f46e72046.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000560_jpg.rf.b8b9f287466633c533dcdebb0520d9c4.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000609_jpg.rf.e7498cdcb5263d690e52803b14a8d733.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000769_jpg.rf.81f0e22e9518ba805275951aa57fa839.jpg,4,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000777_jpg.rf.f57deea01debee7b485f5130325cddf2.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000786_jpg.rf.fb764b958dbe986cb8ef89103d3c79e6.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000881_jpg.rf.54dc0c3fcae6f692d8b4696c9c3e0ac3.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000925_jpg.rf.bcd3559cbf5945818260513a57c826bf.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000936_jpg.rf.b484ddb6eec0d976c37675dc2e232cda.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000944_jpg.rf.ed4b12b3fef6a7822cfd86c96dc17807.jpg,4,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000964_jpg.rf.82cbcd3af50128d304e627c6958b798f.jpg,2,1
