exported_image,exported_label,split,original_stem_with_rf,original_image,original_path
train__KnifeDataset_2702_png.jpg,train__KnifeDataset_2702_png.txt,train,KnifeDataset_2702_png.rf.3b8ce1a3d25a93b522242ff622e6b999,KnifeDataset_2702_png.rf.3b8ce1a3d25a93b522242ff622e6b999.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2702_png.rf.3b8ce1a3d25a93b522242ff622e6b999.jpg
train__KnifeDataset_2731_png.jpg,train__KnifeDataset_2731_png.txt,train,KnifeDataset_2731_png.rf.3ead471c55e1d17de7ae7edf4f6a77e7,KnifeDataset_2731_png.rf.3ead471c55e1d17de7ae7edf4f6a77e7.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2731_png.rf.3ead471c55e1d17de7ae7edf4f6a77e7.jpg
train__KnifeDataset_2744_png.jpg,train__KnifeDataset_2744_png.txt,train,KnifeDataset_2744_png.rf.4fea30b5def9c54057183d5c802bbe8a,KnifeDataset_2744_png.rf.4fea30b5def9c54057183d5c802bbe8a.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2744_png.rf.4fea30b5def9c54057183d5c802bbe8a.jpg
train__KnifeDataset_2799_png.jpg,train__KnifeDataset_2799_png.txt,train,KnifeDataset_2799_png.rf.505d9ad91b69b6f7e805e101e2246d1a,KnifeDataset_2799_png.rf.505d9ad91b69b6f7e805e101e2246d1a.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2799_png.rf.505d9ad91b69b6f7e805e101e2246d1a.jpg
train__KnifeDataset_2909_png.jpg,train__KnifeDataset_2909_png.txt,train,KnifeDataset_2909_png.rf.634dbbc17a7f1a972890f689f0e53547,KnifeDataset_2909_png.rf.634dbbc17a7f1a972890f689f0e53547.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2909_png.rf.634dbbc17a7f1a972890f689f0e53547.jpg
train__KnifeDataset_2923_png.jpg,train__KnifeDataset_2923_png.txt,train,KnifeDataset_2923_png.rf.592ba5166caf75f0b094aa77e0b7811d,KnifeDataset_2923_png.rf.592ba5166caf75f0b094aa77e0b7811d.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2923_png.rf.592ba5166caf75f0b094aa77e0b7811d.jpg
train__KnifeDataset_2984_png.jpg,train__KnifeDataset_2984_png.txt,train,KnifeDataset_2984_png.rf.dc0934b517ec8a01457b8656be12f047,KnifeDataset_2984_png.rf.dc0934b517ec8a01457b8656be12f047.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2984_png.rf.dc0934b517ec8a01457b8656be12f047.jpg
train__KnifeDataset_2990_png.jpg,train__KnifeDataset_2990_png.txt,train,KnifeDataset_2990_png.rf.0a3d645bd345f3f1cc0b312d2be540e8,KnifeDataset_2990_png.rf.0a3d645bd345f3f1cc0b312d2be540e8.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_2990_png.rf.0a3d645bd345f3f1cc0b312d2be540e8.jpg
train__KnifeDataset_3004_png.jpg,train__KnifeDataset_3004_png.txt,train,KnifeDataset_3004_png.rf.81a012d3c463feced4abc5bb02fbfed3,KnifeDataset_3004_png.rf.81a012d3c463feced4abc5bb02fbfed3.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3004_png.rf.81a012d3c463feced4abc5bb02fbfed3.jpg
train__KnifeDataset_3107_png.jpg,train__KnifeDataset_3107_png.txt,train,KnifeDataset_3107_png.rf.7ee59f1da0e84c4a2eb46d485c0c995a,KnifeDataset_3107_png.rf.7ee59f1da0e84c4a2eb46d485c0c995a.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3107_png.rf.7ee59f1da0e84c4a2eb46d485c0c995a.jpg
train__KnifeDataset_3151_png.jpg,train__KnifeDataset_3151_png.txt,train,KnifeDataset_3151_png.rf.66a94fc2d3ee07b16e7824128dad84a6,KnifeDataset_3151_png.rf.66a94fc2d3ee07b16e7824128dad84a6.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3151_png.rf.66a94fc2d3ee07b16e7824128dad84a6.jpg
train__KnifeDataset_3239_png.jpg,train__KnifeDataset_3239_png.txt,train,KnifeDataset_3239_png.rf.4fcb72c21c977e42164a1736d7c8b312,KnifeDataset_3239_png.rf.4fcb72c21c977e42164a1736d7c8b312.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3239_png.rf.4fcb72c21c977e42164a1736d7c8b312.jpg
train__KnifeDataset_3285_png.jpg,train__KnifeDataset_3285_png.txt,train,KnifeDataset_3285_png.rf.31c80f97426ecb5e0763ab1bdcdde8db,KnifeDataset_3285_png.rf.31c80f97426ecb5e0763ab1bdcdde8db.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3285_png.rf.31c80f97426ecb5e0763ab1bdcdde8db.jpg
train__KnifeDataset_3329_png.jpg,train__KnifeDataset_3329_png.txt,train,KnifeDataset_3329_png.rf.2eb33cd224c34cd9663567402e64d2f5,KnifeDataset_3329_png.rf.2eb33cd224c34cd9663567402e64d2f5.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3329_png.rf.2eb33cd224c34cd9663567402e64d2f5.jpg
train__KnifeDataset_3409_png.jpg,train__KnifeDataset_3409_png.txt,train,KnifeDataset_3409_png.rf.9bb5db12d5a6a2c6b290c9b11f6084f8,KnifeDataset_3409_png.rf.9bb5db12d5a6a2c6b290c9b11f6084f8.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3409_png.rf.9bb5db12d5a6a2c6b290c9b11f6084f8.jpg
train__KnifeDataset_342_png.jpg,train__KnifeDataset_342_png.txt,train,KnifeDataset_342_png.rf.029a96c07f8c1cd37cc55a10b4336c95,KnifeDataset_342_png.rf.029a96c07f8c1cd37cc55a10b4336c95.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_342_png.rf.029a96c07f8c1cd37cc55a10b4336c95.jpg
train__KnifeDataset_3432_png.jpg,train__KnifeDataset_3432_png.txt,train,KnifeDataset_3432_png.rf.6d4c399eab102cc6198c8e8cc84df83a,KnifeDataset_3432_png.rf.6d4c399eab102cc6198c8e8cc84df83a.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3432_png.rf.6d4c399eab102cc6198c8e8cc84df83a.jpg
train__KnifeDataset_346_png.jpg,train__KnifeDataset_346_png.txt,train,KnifeDataset_346_png.rf.fc3f7579c6a2452cf9d86031ff5dd7cf,KnifeDataset_346_png.rf.fc3f7579c6a2452cf9d86031ff5dd7cf.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_346_png.rf.fc3f7579c6a2452cf9d86031ff5dd7cf.jpg
train__KnifeDataset_3707_png.jpg,train__KnifeDataset_3707_png.txt,train,KnifeDataset_3707_png.rf.8285322738d27bf21f31088ae332ed0d,KnifeDataset_3707_png.rf.8285322738d27bf21f31088ae332ed0d.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3707_png.rf.8285322738d27bf21f31088ae332ed0d.jpg
train__KnifeDataset_3795_png.jpg,train__KnifeDataset_3795_png.txt,train,KnifeDataset_3795_png.rf.26d2c5687e14b295b3672e3f6ccef091,KnifeDataset_3795_png.rf.26d2c5687e14b295b3672e3f6ccef091.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3795_png.rf.26d2c5687e14b295b3672e3f6ccef091.jpg
train__KnifeDataset_3804_png.jpg,train__KnifeDataset_3804_png.txt,train,KnifeDataset_3804_png.rf.2e06ecdae23e4b304c18db04e2f71f4e,KnifeDataset_3804_png.rf.2e06ecdae23e4b304c18db04e2f71f4e.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3804_png.rf.2e06ecdae23e4b304c18db04e2f71f4e.jpg
train__KnifeDataset_3834_png.jpg,train__KnifeDataset_3834_png.txt,train,KnifeDataset_3834_png.rf.5e937607dcb48cf918c794e3650b0abc,KnifeDataset_3834_png.rf.5e937607dcb48cf918c794e3650b0abc.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3834_png.rf.5e937607dcb48cf918c794e3650b0abc.jpg
train__KnifeDataset_3899_png.jpg,train__KnifeDataset_3899_png.txt,train,KnifeDataset_3899_png.rf.655d5357219a8993f0b47bfefb4957e4,KnifeDataset_3899_png.rf.655d5357219a8993f0b47bfefb4957e4.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3899_png.rf.655d5357219a8993f0b47bfefb4957e4.jpg
train__KnifeDataset_3946_png.jpg,train__KnifeDataset_3946_png.txt,train,KnifeDataset_3946_png.rf.4071def271802ca37f03983d44c46056,KnifeDataset_3946_png.rf.4071def271802ca37f03983d44c46056.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_3946_png.rf.4071def271802ca37f03983d44c46056.jpg
train__KnifeDataset_4044_png.jpg,train__KnifeDataset_4044_png.txt,train,KnifeDataset_4044_png.rf.801480324599dc511262c8a3356add34,KnifeDataset_4044_png.rf.801480324599dc511262c8a3356add34.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4044_png.rf.801480324599dc511262c8a3356add34.jpg
train__KnifeDataset_4261_png.jpg,train__KnifeDataset_4261_png.txt,train,KnifeDataset_4261_png.rf.69b566fc9b42a19579b91bb29d5eb300,KnifeDataset_4261_png.rf.69b566fc9b42a19579b91bb29d5eb300.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4261_png.rf.69b566fc9b42a19579b91bb29d5eb300.jpg
train__KnifeDataset_4291_png.jpg,train__KnifeDataset_4291_png.txt,train,KnifeDataset_4291_png.rf.b4333d3119ec3f7b95ed06c0cc0c947c,KnifeDataset_4291_png.rf.b4333d3119ec3f7b95ed06c0cc0c947c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4291_png.rf.b4333d3119ec3f7b95ed06c0cc0c947c.jpg
train__KnifeDataset_4438_png.jpg,train__KnifeDataset_4438_png.txt,train,KnifeDataset_4438_png.rf.299a9caef9052eabddad468018eec512,KnifeDataset_4438_png.rf.299a9caef9052eabddad468018eec512.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4438_png.rf.299a9caef9052eabddad468018eec512.jpg
train__KnifeDataset_4535_png.jpg,train__KnifeDataset_4535_png.txt,train,KnifeDataset_4535_png.rf.8827c6cab99f4300d582056f63a45a74,KnifeDataset_4535_png.rf.8827c6cab99f4300d582056f63a45a74.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4535_png.rf.8827c6cab99f4300d582056f63a45a74.jpg
train__KnifeDataset_4586_png.jpg,train__KnifeDataset_4586_png.txt,train,KnifeDataset_4586_png.rf.2d6ecd7af7dc1285311a4ab040054c35,KnifeDataset_4586_png.rf.2d6ecd7af7dc1285311a4ab040054c35.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4586_png.rf.2d6ecd7af7dc1285311a4ab040054c35.jpg
train__KnifeDataset_4693_png.jpg,train__KnifeDataset_4693_png.txt,train,KnifeDataset_4693_png.rf.de68c98c888902c4386d79129a7eade8,KnifeDataset_4693_png.rf.de68c98c888902c4386d79129a7eade8.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4693_png.rf.de68c98c888902c4386d79129a7eade8.jpg
train__KnifeDataset_4740_png.jpg,train__KnifeDataset_4740_png.txt,train,KnifeDataset_4740_png.rf.275a994f3b3a56fb2d2c1ba3ffe01df5,KnifeDataset_4740_png.rf.275a994f3b3a56fb2d2c1ba3ffe01df5.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4740_png.rf.275a994f3b3a56fb2d2c1ba3ffe01df5.jpg
train__KnifeDataset_4768_png.jpg,train__KnifeDataset_4768_png.txt,train,KnifeDataset_4768_png.rf.d4e5a6e6d29c5d6b7330de6bdb69a47d,KnifeDataset_4768_png.rf.d4e5a6e6d29c5d6b7330de6bdb69a47d.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4768_png.rf.d4e5a6e6d29c5d6b7330de6bdb69a47d.jpg
train__KnifeDataset_4775_png.jpg,train__KnifeDataset_4775_png.txt,train,KnifeDataset_4775_png.rf.12ac9fe3cb48b205de6d11272f65b6a1,KnifeDataset_4775_png.rf.12ac9fe3cb48b205de6d11272f65b6a1.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4775_png.rf.12ac9fe3cb48b205de6d11272f65b6a1.jpg
train__KnifeDataset_4823_png.jpg,train__KnifeDataset_4823_png.txt,train,KnifeDataset_4823_png.rf.1e05b76e0a23d5f9cf192f4c8ae1f6a9,KnifeDataset_4823_png.rf.1e05b76e0a23d5f9cf192f4c8ae1f6a9.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4823_png.rf.1e05b76e0a23d5f9cf192f4c8ae1f6a9.jpg
train__KnifeDataset_4871_png.jpg,train__KnifeDataset_4871_png.txt,train,KnifeDataset_4871_png.rf.abf1eb5d8d16af1bc47b0fcce822bd0f,KnifeDataset_4871_png.rf.abf1eb5d8d16af1bc47b0fcce822bd0f.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_4871_png.rf.abf1eb5d8d16af1bc47b0fcce822bd0f.jpg
train__KnifeDataset_5173_png.jpg,train__KnifeDataset_5173_png.txt,train,KnifeDataset_5173_png.rf.a493e1487deafe587d63d0dc547dedd7,KnifeDataset_5173_png.rf.a493e1487deafe587d63d0dc547dedd7.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5173_png.rf.a493e1487deafe587d63d0dc547dedd7.jpg
train__KnifeDataset_5182_png.jpg,train__KnifeDataset_5182_png.txt,train,KnifeDataset_5182_png.rf.20a6d74afb154775486a60ad1d87f6ae,KnifeDataset_5182_png.rf.20a6d74afb154775486a60ad1d87f6ae.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5182_png.rf.20a6d74afb154775486a60ad1d87f6ae.jpg
train__KnifeDataset_5254_png.jpg,train__KnifeDataset_5254_png.txt,train,KnifeDataset_5254_png.rf.50c0f9d62f80eb74058fc85c8a52b223,KnifeDataset_5254_png.rf.50c0f9d62f80eb74058fc85c8a52b223.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5254_png.rf.50c0f9d62f80eb74058fc85c8a52b223.jpg
train__KnifeDataset_534_png.jpg,train__KnifeDataset_534_png.txt,train,KnifeDataset_534_png.rf.2de114a881fa0923b7b7b3e75b7f882a,KnifeDataset_534_png.rf.2de114a881fa0923b7b7b3e75b7f882a.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_534_png.rf.2de114a881fa0923b7b7b3e75b7f882a.jpg
train__KnifeDataset_5582_png.jpg,train__KnifeDataset_5582_png.txt,train,KnifeDataset_5582_png.rf.cc377a48140a904c52908540605f72f5,KnifeDataset_5582_png.rf.cc377a48140a904c52908540605f72f5.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5582_png.rf.cc377a48140a904c52908540605f72f5.jpg
train__KnifeDataset_566_png.jpg,train__KnifeDataset_566_png.txt,train,KnifeDataset_566_png.rf.2472c00209517987a0ac83d766876297,KnifeDataset_566_png.rf.2472c00209517987a0ac83d766876297.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_566_png.rf.2472c00209517987a0ac83d766876297.jpg
train__KnifeDataset_5673_png.jpg,train__KnifeDataset_5673_png.txt,train,KnifeDataset_5673_png.rf.b07f4d2152eb0199a132dbe3bc6caa39,KnifeDataset_5673_png.rf.b07f4d2152eb0199a132dbe3bc6caa39.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5673_png.rf.b07f4d2152eb0199a132dbe3bc6caa39.jpg
train__KnifeDataset_582_png.jpg,train__KnifeDataset_582_png.txt,train,KnifeDataset_582_png.rf.fa63a9d55581dade28458a072890a2ea,KnifeDataset_582_png.rf.fa63a9d55581dade28458a072890a2ea.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_582_png.rf.fa63a9d55581dade28458a072890a2ea.jpg
train__KnifeDataset_587_png.jpg,train__KnifeDataset_587_png.txt,train,KnifeDataset_587_png.rf.85beddcfe0a72b607987acfd0094edd9,KnifeDataset_587_png.rf.85beddcfe0a72b607987acfd0094edd9.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_587_png.rf.85beddcfe0a72b607987acfd0094edd9.jpg
train__KnifeDataset_5882_png.jpg,train__KnifeDataset_5882_png.txt,train,KnifeDataset_5882_png.rf.4ee02a50b719ffab1c327c7cc6b06c6e,KnifeDataset_5882_png.rf.4ee02a50b719ffab1c327c7cc6b06c6e.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5882_png.rf.4ee02a50b719ffab1c327c7cc6b06c6e.jpg
train__KnifeDataset_5926_png.jpg,train__KnifeDataset_5926_png.txt,train,KnifeDataset_5926_png.rf.8db712f837e3601f8084aad00526546f,KnifeDataset_5926_png.rf.8db712f837e3601f8084aad00526546f.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5926_png.rf.8db712f837e3601f8084aad00526546f.jpg
train__KnifeDataset_5928_png.jpg,train__KnifeDataset_5928_png.txt,train,KnifeDataset_5928_png.rf.af77e1a679869f58d2a5a1510eeaf378,KnifeDataset_5928_png.rf.af77e1a679869f58d2a5a1510eeaf378.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5928_png.rf.af77e1a679869f58d2a5a1510eeaf378.jpg
train__KnifeDataset_5966_png.jpg,train__KnifeDataset_5966_png.txt,train,KnifeDataset_5966_png.rf.b8a267e1d297cbc8c260ae89b46a21fc,KnifeDataset_5966_png.rf.b8a267e1d297cbc8c260ae89b46a21fc.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5966_png.rf.b8a267e1d297cbc8c260ae89b46a21fc.jpg
train__KnifeDataset_5974_png.jpg,train__KnifeDataset_5974_png.txt,train,KnifeDataset_5974_png.rf.a04ae8457bd0b57b1ede6c0cbfbaa2e8,KnifeDataset_5974_png.rf.a04ae8457bd0b57b1ede6c0cbfbaa2e8.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5974_png.rf.a04ae8457bd0b57b1ede6c0cbfbaa2e8.jpg
train__KnifeDataset_5_png.jpg,train__KnifeDataset_5_png.txt,train,KnifeDataset_5_png.rf.cb7014e9eea575b9b124b0d514326685,KnifeDataset_5_png.rf.cb7014e9eea575b9b124b0d514326685.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_5_png.rf.cb7014e9eea575b9b124b0d514326685.jpg
train__KnifeDataset_603_png.jpg,train__KnifeDataset_603_png.txt,train,KnifeDataset_603_png.rf.21cbae7876324a35b4d71347773bbc66,KnifeDataset_603_png.rf.21cbae7876324a35b4d71347773bbc66.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_603_png.rf.21cbae7876324a35b4d71347773bbc66.jpg
train__KnifeDataset_6057_png.jpg,train__KnifeDataset_6057_png.txt,train,KnifeDataset_6057_png.rf.241d65dd8bd598ee05415288a7d80407,KnifeDataset_6057_png.rf.241d65dd8bd598ee05415288a7d80407.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_6057_png.rf.241d65dd8bd598ee05415288a7d80407.jpg
train__KnifeDataset_6246_png.jpg,train__KnifeDataset_6246_png.txt,train,KnifeDataset_6246_png.rf.9c7eae80f4541c547b7e259faf002831,KnifeDataset_6246_png.rf.9c7eae80f4541c547b7e259faf002831.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_6246_png.rf.9c7eae80f4541c547b7e259faf002831.jpg
train__KnifeDataset_6252_png.jpg,train__KnifeDataset_6252_png.txt,train,KnifeDataset_6252_png.rf.a36229f2718e2a8575e92de41c3e3b96,KnifeDataset_6252_png.rf.a36229f2718e2a8575e92de41c3e3b96.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_6252_png.rf.a36229f2718e2a8575e92de41c3e3b96.jpg
train__KnifeDataset_6294_png.jpg,train__KnifeDataset_6294_png.txt,train,KnifeDataset_6294_png.rf.2476421be1e26b7d047008eda6be7b0e,KnifeDataset_6294_png.rf.2476421be1e26b7d047008eda6be7b0e.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_6294_png.rf.2476421be1e26b7d047008eda6be7b0e.jpg
train__KnifeDataset_6479_png.jpg,train__KnifeDataset_6479_png.txt,train,KnifeDataset_6479_png.rf.2857e73877dd5966dab7f6de6a7bf30d,KnifeDataset_6479_png.rf.2857e73877dd5966dab7f6de6a7bf30d.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_6479_png.rf.2857e73877dd5966dab7f6de6a7bf30d.jpg
train__KnifeDataset_6536_png.jpg,train__KnifeDataset_6536_png.txt,train,KnifeDataset_6536_png.rf.1b73b0a78ee47375b615a1e59128cb73,KnifeDataset_6536_png.rf.1b73b0a78ee47375b615a1e59128cb73.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_6536_png.rf.1b73b0a78ee47375b615a1e59128cb73.jpg
train__KnifeDataset_668_png.jpg,train__KnifeDataset_668_png.txt,train,KnifeDataset_668_png.rf.0f06f57e3748eb37d32d5c4f27e0df45,KnifeDataset_668_png.rf.0f06f57e3748eb37d32d5c4f27e0df45.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_668_png.rf.0f06f57e3748eb37d32d5c4f27e0df45.jpg
train__KnifeDataset_673_png.jpg,train__KnifeDataset_673_png.txt,train,KnifeDataset_673_png.rf.b5c41168513ac81a45a1b0a5f1444b7b,KnifeDataset_673_png.rf.b5c41168513ac81a45a1b0a5f1444b7b.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_673_png.rf.b5c41168513ac81a45a1b0a5f1444b7b.jpg
train__KnifeDataset_696_png.jpg,train__KnifeDataset_696_png.txt,train,KnifeDataset_696_png.rf.d2100ce164cafa75754a0d24429d12b6,KnifeDataset_696_png.rf.d2100ce164cafa75754a0d24429d12b6.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_696_png.rf.d2100ce164cafa75754a0d24429d12b6.jpg
train__KnifeDataset_710_png.jpg,train__KnifeDataset_710_png.txt,train,KnifeDataset_710_png.rf.74cda20c53232bbfe3d9e4fa8b6defac,KnifeDataset_710_png.rf.74cda20c53232bbfe3d9e4fa8b6defac.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_710_png.rf.74cda20c53232bbfe3d9e4fa8b6defac.jpg
train__KnifeDataset_765_png.jpg,train__KnifeDataset_765_png.txt,train,KnifeDataset_765_png.rf.73c7dbf04665e7e0fcb9c8eaf009635c,KnifeDataset_765_png.rf.73c7dbf04665e7e0fcb9c8eaf009635c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_765_png.rf.73c7dbf04665e7e0fcb9c8eaf009635c.jpg
train__KnifeDataset_809_png.jpg,train__KnifeDataset_809_png.txt,train,KnifeDataset_809_png.rf.1bfbbfc76c0a2cd1ae0fd10999ede301,KnifeDataset_809_png.rf.1bfbbfc76c0a2cd1ae0fd10999ede301.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_809_png.rf.1bfbbfc76c0a2cd1ae0fd10999ede301.jpg
train__KnifeDataset_832_png.jpg,train__KnifeDataset_832_png.txt,train,KnifeDataset_832_png.rf.28e8c79d3a1841c02372ea160a35eeab,KnifeDataset_832_png.rf.28e8c79d3a1841c02372ea160a35eeab.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/KnifeDataset_832_png.rf.28e8c79d3a1841c02372ea160a35eeab.jpg
train__NewGunDataset10_png.jpg,train__NewGunDataset10_png.txt,train,NewGunDataset10_png.rf.d56bd290eb92239952e6cd0dff5240aa,NewGunDataset10_png.rf.d56bd290eb92239952e6cd0dff5240aa.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset10_png.rf.d56bd290eb92239952e6cd0dff5240aa.jpg
train__NewGunDataset179_png.jpg,train__NewGunDataset179_png.txt,train,NewGunDataset179_png.rf.cfbc617bdb5a778d7ff6d5d3eab402fb,NewGunDataset179_png.rf.cfbc617bdb5a778d7ff6d5d3eab402fb.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset179_png.rf.cfbc617bdb5a778d7ff6d5d3eab402fb.jpg
train__NewGunDataset1829_png.jpg,train__NewGunDataset1829_png.txt,train,NewGunDataset1829_png.rf.88d5e26f3cc6d87a8c5f77c89d1ad63e,NewGunDataset1829_png.rf.88d5e26f3cc6d87a8c5f77c89d1ad63e.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset1829_png.rf.88d5e26f3cc6d87a8c5f77c89d1ad63e.jpg
train__NewGunDataset183_png.jpg,train__NewGunDataset183_png.txt,train,NewGunDataset183_png.rf.b2d55ad3b73612f1693bf8a76626a324,NewGunDataset183_png.rf.b2d55ad3b73612f1693bf8a76626a324.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset183_png.rf.b2d55ad3b73612f1693bf8a76626a324.jpg
train__NewGunDataset1861_png.jpg,train__NewGunDataset1861_png.txt,train,NewGunDataset1861_png.rf.e7ae5a9396da2e3c080cf0fee268b0ad,NewGunDataset1861_png.rf.e7ae5a9396da2e3c080cf0fee268b0ad.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset1861_png.rf.e7ae5a9396da2e3c080cf0fee268b0ad.jpg
train__NewGunDataset1867_png.jpg,train__NewGunDataset1867_png.txt,train,NewGunDataset1867_png.rf.59e9678d1a790762d872e0e6aa3db891,NewGunDataset1867_png.rf.59e9678d1a790762d872e0e6aa3db891.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset1867_png.rf.59e9678d1a790762d872e0e6aa3db891.jpg
train__NewGunDataset1868_png.jpg,train__NewGunDataset1868_png.txt,train,NewGunDataset1868_png.rf.1da13cf7b61de5336e425cf5254bb1cb,NewGunDataset1868_png.rf.1da13cf7b61de5336e425cf5254bb1cb.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/NewGunDataset1868_png.rf.1da13cf7b61de5336e425cf5254bb1cb.jpg
